ort;location;lat;lon
Basel {[u.a.];A, Gellertstrasse, St. Alban, Kleinbasel, Basel, Basel-Stadt, 412, Schweiz/Suisse/Svizzera/Svizra;47.5480532;7.6174943744313275
[Højbjerg];;;
Berkeley, California;University of California, Berkeley, La Loma Steps, Northside, Berkeley, Alameda County, California, 94708, United States;37.8753497;-122.23963364918777
Berlin [u.a.], Graphik-Verl. München;;;
Frankfurt;Frankfurt am Main, Hessen, Deutschland;50.1106444;8.6820917
Çemberlitaş, İstanbul;Çemberlitaş, Yeniçeriler Caddesi, Mahmutpaşa, Binbirdirek Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, Türkiye;41.0083948;28.9714793
Lagos;Lagos, Lagos Island, Lagos, 100242, Nigeria;6.4550575;3.3941795
Wien [u.a.];A, Per-Albin-Hansson-Siedlung Ost, KG Oberlaa Stadt, Favoriten, Wien, 1100, Österreich;48.1431801;16.3991088
Ōsaka;大阪府, 日本;34.6198813;135.490357
大阪;大阪, 中央コンコース, 梅田三丁目, 北区, 大阪市, 大阪府, 530-0001, 日本;34.7021912;135.4955866
Turnhout;Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien;51.3233812;4.948461
Karlsborg;Karlsborgs kommun, Västra Götalands län, Sverige;58.583333;14.5
Oviedo;Oviedo, Asturias / Asturies, España;43.3605977;-5.8448989
Frankfurt a. M.;Frankfurt, María Eislers, Placeres, Valparaíso, Provincia de Valparaíso, Región de Valparaíso, 2390382, Chile;-33.0456268;-71.5821353
Berlin<West>;;;
;Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia;46.3144754;11.0480288
Köln-Braunsfeld;Braunsfeld, Lindenthal, Köln, Nordrhein-Westfalen, Deutschland;50.9365109;6.8991826
Graz, Austria;Graz, Steiermark, Österreich;47.0708678;15.4382786
Graz/Austria;Graz, Steiermark, Österreich;47.0708678;15.4382786
Frankfurt am Main;Frankfurt am Main, Hessen, Deutschland;50.1106444;8.6820917
Berlin <West>;Berlin West, Wicomico County, Maryland, United States;38.3326165;-75.361583
Luzern;Luzern, Schweiz/Suisse/Svizzera/Svizra;47.0505452;8.3054682
Liestal;Liestal, Bezirk Liestal, Basel-Landschaft, 4410, Schweiz/Suisse/Svizzera/Svizra;47.4839723;7.7347783
Copenhagen;København, Københavns Kommune, Region Hovedstaden, 1357, Danmark;55.6867243;12.5700724
Kassel;Kassel, Niestetal, Hessen, Deutschland;51.3154546;9.4924096
Basel [u. a.];A, Gellertstrasse, St. Alban, Kleinbasel, Basel, Basel-Stadt, 412, Schweiz/Suisse/Svizzera/Svizra;47.5480532;7.6174943744313275
Dietikon-Zürich;Dietikon, Bezirk Dietikon, Zürich, 8953, Schweiz/Suisse/Svizzera/Svizra;47.4068827;8.4020894
Heidenheim;Heidenheim an der Brenz, Verwaltungsgemeinschaft Heidenheim an der Brenz, Landkreis Heidenheim, Baden-Württemberg, Deutschland;48.6767637;10.152923
Rorschach;Rorschach, Wahlkreis Rorschach, Sankt Gallen, 9400, Schweiz/Suisse/Svizzera/Svizra;47.4779686;9.4914025
Düsseldorf [u. a.];Düsseldorf, Nordrhein-Westfalen, Deutschland;51.2254018;6.7763137
Wrocław [u. a.];ROD Aster, Osiedle Sołtysowice, Wrocław, województwo dolnośląskie, Polska;51.14767705;17.084787625947616
[Dresden];;;
[Bucuresti];;;
Vilnius;Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva;54.6870458;25.2829111
Prag;Praha, Česko;50.0596288;14.446459273258009
Frauenfeld;Frauenfeld, Neunforn, Bezirk Frauenfeld, Thurgau, Schweiz/Suisse/Svizzera/Svizra;47.5561915;8.8963347
[Amsterdam];;;
[Rorschach];;;
Prague;Praha, Česko;50.0596288;14.446459273258009
Utrecht;Utrecht, Nederland;52.080985600000005;5.12768396945229
Bukarest;Municipiul București, România;44.4361414;26.1027202
Hildesheim;Hildesheim, Landkreis Hildesheim, Niedersachsen, Deutschland;52.1521636;9.9513046
Kilchberg am Zürichsee;;;
Leningrad;Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия;59.938732;30.316229
[Offenbach, Berliner Str. 218;218, Berliner Straße, Westend, Offenbach am Main, Hessen, 63067, Deutschland;50.1057832;8.75096718096491
Pfaffenhofen;Gemeinde Pfaffenhofen, Bezirk Innsbruck-Land, Tirol, 6405, Österreich;47.2776482;11.07501660076314
Fribourg;Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra;46.6789116;7.1027113
Urnäsch;Urnäsch, Hinterland, Appenzell Ausserrhoden, 9107, Schweiz/Suisse/Svizzera/Svizra;47.3178621;9.2834506
Basel [u.a.];A, Gellertstrasse, St. Alban, Kleinbasel, Basel, Basel-Stadt, 412, Schweiz/Suisse/Svizzera/Svizra;47.5480532;7.6174943744313275
St. Pölten;St. Pölten, Niederösterreich, Österreich;48.2043985;15.6229118
Wörgl;Stadt Wörgl, Bezirk Kufstein, Tirol, 6300, Österreich;47.48033265;12.07928067668956
Berlin [West];Berlin, 10117, Deutschland;52.5170365;13.3888599
[Olten];;;
Moskau;Москва, Центральный федеральный округ, Россия;55.7504461;37.6174943
[Leipzig];;;
[Wien];;;
Pößneck;Pößneck, Saale-Orla-Kreis, Thüringen, 07381, Deutschland;50.694735;11.5953247
Dortmund;Dortmund, Nordrhein-Westfalen, Deutschland;51.5142273;7.4652789
Bucuresti;Municipiul București, România;44.4361414;26.1027202
[Sofija];;;
[Hamburg];;;
[Budapest];;;
Porvoo;Porvoo, Porvoon seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;60.3953913;25.6604862
Salzburg;Salzburg, 5020, Österreich;47.7981346;13.0464806
Ljubljana;Ljubljana, Upravna Enota Ljubljana, 1000, Slovenija;46.0499803;14.5068602
Aarau (Switzerland);Aarau, Bezirk Aarau, Aargau, 5000, Schweiz/Suisse/Svizzera/Svizra;47.3927146;8.0444448
Frankfurt am Main (Germany);Frankfurt am Main, Hessen, Deutschland;50.1106444;8.6820917
Zandt/Bayer. Wald;;;
Reinbek bei Hamburg;Keramisch-Technologisches Baustoff-Laboratorium Hamburg e.V., 2, Unter den Linden, Neuschönningstedt, Reinbek, Stormarn, Schleswig-Holstein, 21465, Deutschland;53.5523857;10.2480026
Freiburg im Breisgau;Freiburg im Breisgau, Baden-Württemberg, Deutschland;47.9960901;7.8494005
Muttenz;Muttenz, Bezirk Arlesheim, Basel-Landschaft, 4132, Schweiz/Suisse/Svizzera/Svizra;47.525113;7.6477401
Disentis/Mustér;Disentis/Mustér, Surselva, Graubünden/Grischun/Grigioni, 7180, Schweiz/Suisse/Svizzera/Svizra;46.7041748;8.8549785
Disentis;Disentis/Mustér, Surselva, Graubünden/Grischun/Grigioni, 7180, Schweiz/Suisse/Svizzera/Svizra;46.7041748;8.8549785
St. Gallen;St. Gallen, Wahlkreis St. Gallen, Sankt Gallen, Schweiz/Suisse/Svizzera/Svizra;47.4250593;9.3765878
Ravensburg;Ravensburg, Verwaltungsverband Mittleres Schussental, Landkreis Ravensburg, Baden-Württemberg, Deutschland;47.7811014;9.612468
Niederwiesa;Niederwiesa, Mittelsachsen, Sachsen, 09577, Deutschland;50.8630791;13.0159707
Frankfurt/M.;M, Ellis Road, Flughafen, Süd, Frankfurt am Main, Hessen, 60549, Deutschland;50.0444151;8.5960226
Innsbruck/Neu-Rum;Neu-Rum, Marktgemeinde Rum, Bezirk Innsbruck-Land, Tirol, Österreich;47.276365;11.4496393
Pössneck;Pößneck, Saale-Orla-Kreis, Thüringen, 07381, Deutschland;50.694735;11.5953247
Amsterdam [u.a.];Amsterdam Bijlmer ArenA, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1101DT, Nederland;52.3116337;4.9471091
Recklinghausen;Recklinghausen, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland;51.6143815;7.1978546
Trimbach-Olten;Trimbach, Bezirk Gösgen, Amtei Olten-Gösgen, Solothurn, 4632, Schweiz/Suisse/Svizzera/Svizra;47.3631152;7.9023314
Aarau;Aarau, Bezirk Aarau, Aargau, 5000, Schweiz/Suisse/Svizzera/Svizra;47.3927146;8.0444448
Gifkendorf;Gifkendorf, Vastorf, Samtgemeinde Ostheide, Lüneburg, Niedersachsen, 21397, Deutschland;53.1893311;10.5482096
[Berlin];;;
Kišinev;Chișinău, Sectorul Buiucani, Municipiul Chișinău, Moldova;47.0245117;28.8322923
[Weingarten];;;
Niedernhausen/Ts.;Niedernhausen, Rheingau-Taunus-Kreis, Hessen, 65527, Deutschland;50.1614795;8.3175102
Manchester;Manchester, Greater Manchester, North West England, England, United Kingdom;53.4794892;-2.2451148
Schwäbisch Hall;Schwäbisch Hall, Verwaltungsgemeinschaft Schwäbisch Hall, Landkreis Schwäbisch Hall, Baden-Württemberg, 74523, Deutschland;49.1123963;9.7369047
Ramerding;Ramerding, Kirchdorf am Inn, Landkreis Rottal-Inn, Bayern, 84387, Deutschland;48.2316722;12.952509
[Frauenfeld];;;
Rostock;Rostock, Mecklenburg-Vorpommern, Deutschland;54.0924445;12.1286127
Uppsala, Sweden;Uppsala, Uppsala kommun, Uppsala län, 753 20, Sverige;59.8586126;17.6387436
Steyr;Steyr, Oberösterreich, 4400, Österreich;48.0390046;14.4191276
[St. Georgen];Šenčur, Slovenija;46.2431499;14.4191043
Winterthur;Winterthur, Bezirk Winterthur, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.4991723;8.7291498
Uerikon, Schweiz;Ürikon, Stäfa, Bezirk Meilen, Zürich, 8713, Schweiz/Suisse/Svizzera/Svizra;47.2350588;8.7573767
Naarden;Naarden, Gooise Meren, Noord-Holland, Nederland;52.2957628;5.1633636
Thun;Thun, Verwaltungskreis Thun, Verwaltungsregion Oberland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra;46.7582827;7.628086
Bordeaux;Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France;44.841225;-0.5800364
Bindlach;Bindlach, Landkreis Bayreuth, Bayern, 95463, Deutschland;49.9819529;11.6134138
Echternach;Echternach, Canton Echternach, Lëtzebuerg;49.8120961;6.4214859
Muri-Bern;Muri, Muri bei Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3074, Schweiz/Suisse/Svizzera/Svizra;46.9264248;7.486292654130897
[München];München, Bayern, Deutschland;48.1371079;11.5753822
Erlangen;Erlangen, Bayern, Deutschland;49.5978157;11.0038064
Hauterive-Neuchâtel;A5, Neuchâtel, 2009, Schweiz/Suisse/Svizzera/Svizra;47.004274;6.9629341
Reinbek;Reinbek, Stormarn, Schleswig-Holstein, 21465, Deutschland;53.5098898;10.2511001
Heusenstamm;Heusenstamm, Landkreis Offenbach, Hessen, 63150, Deutschland;50.0547206;8.7993284
Mönchaltorf/Schweiz;Mönchaltorf, Bezirk Uster, Zürich, 8617, Schweiz/Suisse/Svizzera/Svizra;47.31279;8.7222749
Budyšyn;Bautzen - Budyšin, Bautzen, Sachsen, 02625, Deutschland;51.1813907;14.4275735
Vevey;Vevey, District de la Riviera-Pays-d’Enhaut, Vaud, 1800, Schweiz/Suisse/Svizzera/Svizra;46.4602978;6.8418655
Süßen;Süßen, Gemeindeverwaltungsverband Mittleres Fils-Lautertal, Landkreis Göppingen, Baden-Württemberg, 73079, Deutschland;48.6826604;9.7586073
Wuppertal-Barmen;Wuppertal-Barmen, Barmen Bahnhof, Barmen, Gemarkung Barmen, Wuppertal, Nordrhein-Westfalen, 42283, Deutschland;51.2670229;7.1951992
Eupen;Eupen, Verviers, Liège, Wallonie, België / Belgique / Belgien;50.6305665;6.0312717
[Vevey];;;
Rendsburg;Rendsburg, Rendsburg-Eckernförde, Schleswig-Holstein, 24768, Deutschland;54.3046701;9.6645115
Halle/Westfalen;Halle (Westf.), Kreis Gütersloh, Nordrhein-Westfalen, 33790, Deutschland;52.0621677;8.3593157
Schärding;Schärding, Bezirk Schärding, Oberösterreich, 4780, Österreich;48.4569975;13.4318
Neu-Isenburg;Neu-Isenburg, Landkreis Offenbach, Hessen, 63263, Deutschland;50.0552494;8.695738
Bonn [u.a.];A, Alt-Godesberg, Bad Godesberg, Bonn, Nordrhein-Westfalen, 53177, Deutschland;50.681041;7.1589748
Pforzheim;Pforzheim, Baden-Württemberg, Deutschland;48.8908846;8.7029532
Luxembourg;Lëtzebuerg;49.8158683;6.1296751
Lausanne, Schweiz;Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra;46.5218269;6.6327025
Wiener Neustadt;Gemeinde Wiener Neustadt, Wiener Neustadt, Bezirk Neunkirchen, Niederösterreich, Österreich;47.80708635;16.23325959462936
Thun/Schweiz;Thun, Verwaltungskreis Thun, Verwaltungsregion Oberland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra;46.7582827;7.628086
Wels ;Wels, Oberösterreich, 4600, Österreich;48.1565472;14.0243752
 München;München, Bayern, Deutschland;48.1371079;11.5753822
Mönchaltorf;Mönchaltorf, Bezirk Uster, Zürich, 8617, Schweiz/Suisse/Svizzera/Svizra;47.31279;8.7222749
Hamm;Hamm, Nordrhein-Westfalen, Deutschland;51.6804093;7.815197
[Stuttgart];;;
Küsnacht/Zürich;Küsnacht (ZH), Bezirk Meilen, Zürich, 8700, Schweiz/Suisse/Svizzera/Svizra;47.3176276;8.5830859
Niederteufen;Niederteufen, Hauptstrasse, Teufen (AR), Mittelland, Appenzell Ausserrhoden, 9052, Schweiz/Suisse/Svizzera/Svizra;47.3921781;9.3675416
Tutzing;Tutzing, Landkreis Starnberg, Bayern, 82327, Deutschland;47.9086611;11.2798274
[Homburg/Saar];Homburg (Saar), A 6, Reiskirchen, Homburg, Saarpfalz-Kreis, Saarland, 66424, Deutschland;49.3437126;7.3042399
Schönberg;Schönberg, Kölbingen, Westerburg, Westerwaldkreis, Rheinland-Pfalz, 56459, Deutschland;50.5443674;7.9348028
[München, Angertor 1 b];Angertorstraße, Bezirksteil Glockenbach, Ludwigsvorstadt-Isarvorstadt, München, Bayern, 80469, Deutschland;48.1316889;11.5703148
Miscolc;;;
Szekszárd;Szekszárd, Szekszárdi járás, Tolna megye, Dél-Dunántúl, Dunántúl, Magyarország;46.3484884;18.701663
Genf;Genève, Grand Genève, Genève, Schweiz/Suisse/Svizzera/Svizra;46.2017559;6.1466014
Grellingen;Grellingen, Bezirk Laufen, Basel-Landschaft, 4203, Schweiz/Suisse/Svizzera/Svizra;47.4411563;7.5876358
Heidenau;Heidenau, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland;50.9735851;13.8753917
[Frankfurt am Main];;;
[Gelsenkirchen-uer, Gerhart-Hauptmann-Str. 12];;;
Ottobrunn;Ottobrunn, Landkreis München, Bayern, 85521, Deutschland;48.0643823;11.6675042
Küsnacht;Küsnacht (ZH), Bezirk Meilen, Zürich, 8700, Schweiz/Suisse/Svizzera/Svizra;47.3176276;8.5830859
[Bochum];;;
Berlin [West, Matterhornstr. 42];42, Matterhornstraße, Schlachtensee, Steglitz-Zehlendorf, Berlin, 14129, Deutschland;52.4380648;13.2197543465826
Lichtenberg, In d. Weingärten 13;In den Weingärten, Lichtenberg, Fischbachtal, Landkreis Darmstadt-Dieburg, Hessen, 64405, Deutschland;49.7691111;8.8032231
Herrliberg;Herrliberg, Bezirk Meilen, Zürich, 8704, Schweiz/Suisse/Svizzera/Svizra;47.2905574;8.6124721
Banská Bystrica;Banská Bystrica, okres Banská Bystrica, Banskobystrický kraj, Stredné Slovensko, Slovensko;48.7384028;19.1573494
Binningen, Bollwerkstr. 50;Bollwerkstrasse, Binningen, Bezirk Arlesheim, Basel-Landschaft, 4102, Schweiz/Suisse/Svizzera/Svizra;47.5416035;7.5569843
Schinznach-Bad;Schinznach Bad, Brugg, Bezirk Brugg, Aargau, 5116, Schweiz/Suisse/Svizzera/Svizra;47.4515074;8.1676758
zu beziehen: Bern;;;
Columbia;Colombia;2.8894434;-73.783892
Düren;Düren, Kreis Düren, Nordrhein-Westfalen, Deutschland;50.8031684;6.4820806
[Speicher];;;
[Vertrieb: Zürich];;;
Speyer;Speyer, Rheinland-Pfalz, 67346, Deutschland;49.3165553;8.433615
Gütersloh;Gütersloh, Kreis Gütersloh, Nordrhein-Westfalen, Deutschland;51.9063997;8.3782078
Stuttgart ;Stuttgart, Baden-Württemberg, Deutschland;48.7784485;9.1800132
 Europäische Bildungsgemeinschaft ;;;
 Wien;Wien, Österreich;48.2083537;16.3725042
Schwedt;Schwedt, Schwedt/Oder, Uckermark, Brandenburg, 16303, Deutschland;53.0586366;14.2840858
Gotha;Gotha, Landkreis Gotha, Thüringen, Deutschland;50.9494849;10.7014435
Gutersloh;Gütersloh, Kreis Gütersloh, Nordrhein-Westfalen, Deutschland;51.9063997;8.3782078
Biberist;Biberist, Bezirk Wasseramt, Amtei Bucheggberg-Wasseramt, Solothurn, 4562, Schweiz/Suisse/Svizzera/Svizra;47.1810605;7.5626086
[Düsseldorf, Karlsruher Str. 26];Am Straußenkreuz, 26, Karlsruher Straße, Eller, Stadtbezirk 8, Düsseldorf, Nordrhein-Westfalen, 40229, Deutschland;51.1973594;6.8364452
Alkmaar;Alkmaar, Noord-Holland, Nederland;52.600853799999996;4.817099446443963
Mönchengladbach;Mönchengladbach, Nordrhein-Westfalen, Deutschland;51.1946983;6.4353641
Burgk;Burgk, Schleiz, Saale-Orla-Kreis, Thüringen, Deutschland;50.5427144;11.7092113771171
Wien, Anton-Langer-Gasse 51;51, Anton-Langer-Gasse, KG Speising, Hietzing, Wien, 1130, Österreich;48.168894449999996;16.28323223596935
[Vertrieb:] Wien;Hoanzl Agentur und Vertrieb, Arbeitergasse, Reinprechtsdorf, KG Margareten, Margareten, Wien, 1050, Österreich;48.1868194;16.3544079
[Rudolstadt];;;
Weinfelden;Weinfelden, Bezirk Weinfelden, Thurgau, 8570, Schweiz/Suisse/Svizzera/Svizra;47.5669187;9.1097539
Zürich, Schweizer. Stiftung PRO MENTE SANA;;;
[Frankfurt a. M.];Frankfurt, María Eislers, Placeres, Valparaíso, Provincia de Valparaíso, Región de Valparaíso, 2390382, Chile;-33.0456268;-71.5821353
Dassel;Dassel, Meeker County, Minnesota, 55325, United States;45.0816298;-94.3069284
[Kornwestheim];;;
Walluf/Rheingau;Walluf, Rheingau-Taunus-Kreis, Hessen, 65396, Deutschland;50.0403592;8.1585795
Weddersleben;Weddersleben, Thale, Landkreis Harz, Sachsen-Anhalt, Deutschland;51.770884550000005;11.086539124523364
Heidelberg;Heidelberg, Baden-Württemberg, Deutschland;49.4093582;8.694724
Kassel, Friedrich-Ebert-Str. 85;85, Friedrich-Ebert-Straße, Motzberg, Vorderer Westen, Kassel, Niestetal, Hessen, 34119, Deutschland;51.3155733;9.474739045776255
Radebeul;Radebeul, Meißen, Sachsen, 01445, Deutschland;51.0999765;13.6767995
Frankfurt [Main];Frankfurt am Main, Hessen, Deutschland;50.1106444;8.6820917
Den Haag;Den Haag, Zuid-Holland, Nederland;52.0799838;4.3113461
Weesp;Weesp, Wijdemeren, Noord-Holland, Nederland;52.30444305;5.0585343520066335
Innsbruck;Innsbruck, Tirol, Österreich;47.2654296;11.3927685
Freiburg (Schweiz);Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra;46.6789116;7.1027113
Wien, Schönbrunnerstr. 293/11/7;;;
Oldenburg;Oldenburg, Niedersachsen, Deutschland;53.1389753;8.2146017
Rolandseck {[u.a.];Rolandseck, Hans-Arp-Allee, Rolandseck, Remagen, Landkreis Ahrweiler, Rheinland-Pfalz, 53424, Deutschland;50.6314951;7.2068912
[Zürich];Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.3744489;8.5410422
[Dassel];;;
Frankfurt (Oder);Frankfurt (Oder), Brandenburg, Deutschland;52.3412273;14.549452
Sitten;Sion, Valais/Wallis, 1950, Schweiz/Suisse/Svizzera/Svizra;46.2311749;7.3588795
[Beromünster (Schönbüel)];Schönbüel, Neumatt, Gunzwil, Beromünster, Luzern, 6222, Schweiz/Suisse/Svizzera/Svizra;47.2059216;8.1856969
Saarbrücken;Saarbrücken, Regionalverband Saarbrücken, Saarland, Deutschland;49.234362;6.996379
Weiler im Allgäu;Weiler im Allgäu, Weiler-Simmerberg, Landkreis Lindau, Bayern, 88171, Deutschland;47.5831505;9.9140112
Köniz;Köniz, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra;46.9222385;7.4130582
Münster, Westfalen;Münster, Nordrhein-Westfalen, Deutschland;51.9625101;7.6251879
Karlsruhe;Karlsruhe, Baden-Württemberg, Deutschland;49.0068705;8.4034195
Reutlingen;Reutlingen, Landkreis Reutlingen, Baden-Württemberg, Deutschland;48.4919508;9.2114144
[Pinneberg];;;
Fürth;Fürth, Bayern, Deutschland;49.477263;10.989616
Wuppertal;Wuppertal, Nordrhein-Westfalen, Deutschland;51.264018;7.1780374
Merseburg;Merseburg, Saalekreis, Sachsen-Anhalt, 06217, Deutschland;51.3564413;11.996148
Frankfurt (Main);Frankfurt Main, Ziegelschneise, Neu-Isenburg, Landkreis Offenbach, Hessen, 63263, Deutschland;50.0537637;8.6370858
Buchs-Zürich;Buchs (ZH), Bezirk Dielsdorf, Zürich, 8107, Schweiz/Suisse/Svizzera/Svizra;47.458087;8.4378662
Adliswil-Zürich;Adliswil, Bezirk Horgen, Zürich, 8134, Schweiz/Suisse/Svizzera/Svizra;47.3117624;8.52491
Goch;Goch, Kreis Kleve, Nordrhein-Westfalen, 47574, Deutschland;51.6755765;6.1593045
Esslingen;Esslingen am Neckar, Landkreis Esslingen, Baden-Württemberg, Deutschland;48.7427584;9.3071685
